Address,Name,Type,Value,Um,Default,Min,Max,Description,Count
15715,Offs_mA_AO6,INT,0,num,0,-32768,32767,4-20mA calibration offset AO6,1
15736,FullScaleMin_AI1,INT,0,digit,0,-9999,9999,First value analogue input AI1 scale,1
15737,FullScaleMax_AI1,INT,1000,digit,1000,-9999,9999,Last value analogue input AI1 scale,1
15738,FullScaleMin_AI2,INT,0,digit,0,-9999,9999,First value analogue input AI2 scale,1
15739,FullScaleMax_AI2,INT,1000,digit,1000,-9999,9999,Last value analogue input AI2 scale,1
15740,FullScaleMin_AI3,INT,0,digit,0,-9999,9999,First value analogue input AI3 scale,1
15741,FullScaleMax_AI3,INT,1000,digit,1000,-9999,9999,Last value analogue input AI3 scale,1
15742,FullScaleMin_AI4,INT,0,digit,0,-9999,9999,First value analogue input AI4 scale,1
15743,FullScaleMax_AI4,INT,1000,digit,1000,-9999,9999,Last value analogue input AI4 scale,1
15744,FullScaleMin_AI5,INT,0,digit,0,-9999,9999,First value analogue input AI5 scale,1
15745,FullScaleMax_AI5,INT,1000,digit,1000,-9999,9999,Last value analogue input AI5 scale,1
15746,FullScaleMin_AI6,INT,0,digit,0,-9999,9999,First value analogue input AI6 scale,1
15747,FullScaleMax_AI6,INT,1000,digit,1000,-9999,9999,Last value analogue input AI6 scale,1
16106,FullScaleMin_AI7,INT,0,digit,0,-9999,9999,First value analogue input AI7 scale,1
16107,FullScaleMax_AI7,INT,1000,digit,1000,-9999,9999,Last value analogue input AI7 scale,1
16108,FullScaleMin_AI8,INT,0,digit,0,-9999,9999,First value analogue input AI8 scale,1
16109,FullScaleMax_AI8,INT,1000,digit,1000,-9999,9999,Last value analogue input AI8 scale,1
15758,Cfg_AO3,enum,0=Current modulation,num,0=Current modulation,0,3,Type of analogue output AO3,1
15759,Cfg_AO4,enum,0=Current modulation,num,0=Current modulation,0,3,Type of analogue output AO4,1
15769,PWM_frequency_AO3_AO4,UINT,1000,Hz,1000,0,2000,PWM Frequency for AO3 and AO4 in PWM mode,1
15770,PWM_polarity_AO3_AO4,UINT,1,num,1,0,1,"PWM Polarity for AO3 and AO4 in PWM mode: 1=direct,0=reversed",1
16102,Cfg_AI9,enum,2=NTC(103AT),num,2=NTC(103AT),0,11,Type of analogue input AI9,1
16103,Cfg_AI10,enum,2=NTC(103AT),num,2=NTC(103AT),0,11,Type of analogue input AI10,1
16104,Cfg_AI11,enum,2=NTC(103AT),num,2=NTC(103AT),0,11,Type of analogue input AI11,1
16105,Cfg_AI12,enum,2=NTC(103AT),num,2=NTC(103AT),0,11,Type of analogue input AI12,1
16110,FullScaleMin_AI9,INT,0,digit,0,-9999,9999,First value analogue input AI9 scale,1
16111,FullScaleMax_AI9,INT,1000,digit,1000,-9999,9999,Last value analogue input AI9 scale,1
16112,FullScaleMin_AI10,INT,0,digit,0,-9999,9999,First value analogue input AI10 scale,1
16113,FullScaleMax_AI10,INT,1000,digit,1000,-9999,9999,Last value analogue input AI10 scale,1
16114,FullScaleMin_AI11,INT,0,digit,0,-9999,9999,First value analogue input AI11 scale,1
16115,FullScaleMax_AI11,INT,1000,digit,1000,-9999,9999,Last value analogue input AI11 scale,1
16116,FullScaleMin_AI12,INT,0,digit,0,-9999,9999,First value analogue input AI12 scale,1
16117,FullScaleMax_AI12,INT,1000,digit,1000,-9999,9999,Last value analogue input AI12 scale,1
16120,Calibration_AI9,INT,0,digit,0,-1000,1000,Analogue input AI9 differential,1
16121,Calibration_AI10,INT,0,digit,0,-1000,1000,Analogue input AI10 differential,1
16122,Calibration_AI11,INT,0,digit,0,-1000,1000,Analogue input AI11 differential,1
16123,Calibration_AI12,INT,0,digit,0,-1000,1000,Analogue input AI12 differential,1
16124,Addr_RS485_OB1,UINT,1,num,1,0,255,RS485-1 On Board address,1
16125,Proto_RS485_OB1,enum,3=Modbus/RTU,num,3=Modbus/RTU,2,4,Select RS485-1 On Board protocol,1
16126,DataBit_RS485_OB1,UINT,8,num,8,8,8,RS485-1 On Board Data bit number,1
16127,StopBit_RS485_OB1,UINT,1,num,1,1,2,RS485-1 On Board stop bit number,1
16128,Parity_RS485_OB1,enum,2=Even,num,2=Even,0,2,RS485-1 On Board parity protocol,1
16129,Baud_RS485_OB1,enum,2=38400,num,2=38400,0,5,RS485-1 On Board baud rate protocol,1
16130,MAC_1_ETH_PI,UINT,0,num,0,0,0,MAC address (1 st part),1
16131,MAC_2_ETH_PI,UINT,24,num,24,0,24,MAC address (2 nd part),1
16132,MAC_3_ETH_PI,UINT,187,num,187,0,187,MAC address (3 rd part),1
16133,MAC_4_ETH_PI,UINT,5,num,0,0,255,MAC address (4 th part),1
16134,MAC_5_ETH_PI,UINT,42,num,0,0,255,MAC address (5 th part),1
16135,MAC_6_ETH_PI,UINT,155,num,0,0,255,MAC address (6 th part),1
16136,HTTP_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,Volume of HTTP files,1
16137,DAT_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,"Volume of *.DAT and *.RAW files, ",1
16138,FTP_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,Volume of FTP files,1
16139,PLC_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,Volume of PLC file,1
16140,HMI_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,Volume of HMI file,1
16141,REM_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,Volume of HMI Remote file,1
16142,PAR_volume,enum,0=NOR Flash,num,0=NOR Flash,0,1,Volume of CONNEC.PAR file,1
8717,microSD_command,enum,0=No command,num,0=No command,0,2,microSD Command,1
8718,microSD_status,enum,0=Command completed,num,0=Command completed,0,255,Result of microSD command,1
8719,microSD_presence,BOOL,True,flag,True,0,1,microSD presence,1
8756,USB_Host_command,enum,0=No command,num,0=No command,0,218,USB-Host Command,1
8758,USB_Host_status,enum,0=Command completed,num,0=Command completed,0,255,Result of USB-Host command,1
16143,virtualDipSwitch,UINT,0,num,0,0,7,Nemeric prefix for system files name,1
16144,CANExpPresenceByPar,UINT,0,num,0,0,4095,"bit(x) : if 0 the (x+1)-th CAN slave in CONNEC.PAR sequence is present, otherwise not present",1
16145,MbMRtu_DisByPar,enum,0=Enabled,num,0=Enabled,0,1,RS485-2 Modbus Master Status when enabled from Configuration,1
8716,Deep_PowerDown_keyword,UINT,0,num,0,0,65535,Put keyword 12345 to enable deep power down mode at power-off,1
8764,Ip_1_CURRENT,UINT,10,num,10,0,255,Ethernet IP address (1 st part),1
8765,Ip_2_CURRENT,UINT,0,num,0,0,255,Ethernet IP address (2 nd part),1
8766,Ip_3_CURRENT,UINT,0,num,0,0,255,Ethernet IP address (3 rd part),1
8767,Ip_4_CURRENT,UINT,100,num,100,0,255,Ethernet IP address (4 th part),1
8905,DefGtwy_1_CURRENT,UINT,10,num,10,0,255,Default Gateway (1 st part),1
8906,DefGtwy_2_CURRENT,UINT,0,num,0,0,255,Default Gateway (2 nd part),1
8907,DefGtwy_3_CURRENT,UINT,0,num,0,0,255,Default Gateway (3 rd part),1
8908,DefGtwy_4_CURRENT,UINT,1,num,1,0,255,Default Gateway (4 th part),1
8909,NetMsk_1_CURRENT,UINT,255,num,255,0,255,Net mask (1 st part),1
8910,NetMsk_2_CURRENT,UINT,255,num,255,0,255,Net mask (2 nd part),1
8911,NetMsk_3_CURRENT,UINT,255,num,255,0,255,Net mask (3 rd part),1
8912,NetMsk_4_CURRENT,UINT,0,num,0,0,255,Net mask (4 th part),1
8913,PriDNS_1_CURRENT,UINT,8,num,8,0,255,Primary DNS server (1 st part),1
8914,PriDNS_2_CURRENT,UINT,8,num,8,0,255,Primary DNS server (2 nd part),1
8915,PriDNS_3_CURRENT,UINT,8,num,8,0,255,Primary DNS server (3 rd part),1
8916,PriDNS_4_CURRENT,UINT,8,num,8,0,255,Primary DNS server (4 th part),1
8917,SecDNS_1_CURRENT,UINT,8,num,8,0,255,Secondary DNS server (1 st part),1
8918,SecDNS_2_CURRENT,UINT,8,num,8,0,255,Secondary DNS server (2 nd part),1
8919,SecDNS_3_CURRENT,UINT,4,num,4,0,255,Secondary DNS server (3 rd part),1
8920,SecDNS_4_CURRENT,UINT,4,num,4,0,255,Secondary DNS server (4 th part),1
15766,Load_BACnet_E2_Defaults,BOOL,True,flag,True,0,1,Load default values for BACnet parameters in EEPROM at next boot,1
16154,MaxMaster_BACnet_MSTP,UINT,0,num,0,0,127,"BACnet MS/TP max-master, if less than 1 or greater then 127 is managed as 127",1
15768,Port_BACnet_IP,UINT,65535,num,65535,0,65535,"BACnet/IP Port number, 0=default port 47808, 65535=bacnet stack running only on PLC side",1
16146,MbMTcp_ServerIp4thOctet_Node0,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 0,1
16147,MbMTcp_ServerIp4thOctet_Node1,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 1,1
16148,MbMTcp_ServerIp4thOctet_Node2,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 2,1
16149,MbMTcp_ServerIp4thOctet_Node3,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 3,1
16150,MbMTcp_ServerIp4thOctet_Node4,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 4,1
16151,MbMTcp_ServerIp4thOctet_Node5,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 5,1
16152,MbMTcp_ServerIp4thOctet_Node6,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 6,1
16153,MbMTcp_ServerIp4thOctet_Node7,UINT,0,num,0,0,255,Modbus TCP Client via Configuration: 4th octet for server node number 7,1
8938,HTTP_AdminUserName,STRING,***************,,administrator,,,HTTP_AdminUserName,8
8921,HTTP_AdminPswOld,STRING,***************,,***************,,,HTTP_AdminPswOld,8
8929,HTTP_AdminPswNew,STRING,***************,,***************,,,HTTP_AdminPswNew,8
8937,HTTP_AdminPswConfirm,BOOL,True,flag,True,0,1,HTTP_AdminPswConfirm,1
8946,HTTP_AdminPswConfirmStatus,enum,0=no operation or operation done correctly,num,0=no operation or operation done correctly,0,9,HTTP_AdminPswConfirmStatus,1
16384,SunriseHour,UINT,0,,360,,,,1
16385,SunriseMinute,UINT,0,,0,,,,1
16386,SunsetHour,UINT,0,,1080,,,,1
16387,SunsetMinute,UINT,0,,0,,,,1
16388,MaxAmbientTemp,INT,0,,0,,,,1
16389,MinAmbientTemp,INT,0,,0,,,,1
16390,MaxAmbientHumidity,INT,0,,0,,,,1
16391,MinAmbientHumidity,INT,0,,0,,,,1
16392,MaxGroundTemp,INT,0,,0,,,,1
16393,MinGroundTemp,INT,0,,0,,,,1
16394,MaxGroundHumidity,INT,0,,0,,,,1
16395,MinGroundHumidity,INT,0,,0,,,,1
16396,MaxWindSpeed,INT,0,,0,,,,1
16397,MaxRadiation,INT,0,,0,,,,1
16398,MaxCo2,INT,0,,0,,,,1
16399,MinCo2,INT,0,,0,,,,1
16400,nightEnable,INT,0,,0,,,,1
16401,AIL1Type,USINT,0,,0,,,,1
16402,AIL2Type,USINT,0,,0,,,,1
16403,AIL3Type,USINT,0,,0,,,,1
16404,AIL4Type,USINT,0,,0,,,,1
16405,AIL5Type,USINT,0,,0,,,,1
16406,AIL6Type,USINT,0,,0,,,,1
16407,AIL7Type,USINT,0,,0,,,,1
16408,AIL8Type,USINT,0,,0,,,,1
16409,AIL9Type,USINT,0,,0,,,,1
16410,AIL10Type,USINT,0,,0,,,,1
16411,AIL11Type,USINT,0,,0,,,,1
16412,AIL12Type,USINT,0,,0,,,,1
16413,DIL1Type,USINT,0,,0,,,,1
16414,DIL2Type,USINT,0,,0,,,,1
16415,DIL3Type,USINT,0,,0,,,,1
16416,DIL4Type,USINT,0,,0,,,,1
16417,DIL5Type,USINT,0,,0,,,,1
16418,DIL6Type,USINT,0,,0,,,,1
16419,DIL7Type,USINT,0,,0,,,,1
16420,DIL8Type,USINT,0,,0,,,,1
16421,DIL9Type,USINT,0,,0,,,,1
16422,DIL10Type,USINT,0,,0,,,,1
16423,DIL11Type,USINT,0,,0,,,,1
16424,DIL12Type,USINT,0,,0,,,,1
16425,DOL1Type,USINT,0,,0,,,,1
16426,DOL2Type,USINT,0,,0,,,,1
16427,DOL3Type,USINT,0,,0,,,,1
16428,DOL4Type,USINT,0,,0,,,,1
16429,DOL5Type,USINT,0,,0,,,,1
16430,DOL6Type,USINT,0,,0,,,,1
16431,DOL7Type,USINT,0,,0,,,,1
16432,DOL8Type,USINT,0,,0,,,,1
16433,DOL9Type,USINT,0,,0,,,,1
16434,DOL10Type,USINT,0,,0,,,,1
16435,DOL11Type,USINT,0,,0,,,,1
16436,DOL12Type,USINT,0,,0,,,,1
16437,AOL1Type,USINT,0,,0,,,,1
16438,AOL2Type,USINT,0,,0,,,,1
16439,AOL3Type,USINT,0,,0,,,,1
16440,AOL4Type,USINT,0,,0,,,,1
16441,AOL5Type,USINT,0,,0,,,,1
16442,AOL6Type,USINT,0,,0,,,,1
16443,AIL1Active,BOOL,True,,True,,,,1
16444,AIL2Active,BOOL,True,,True,,,,1
16445,AIL3Active,BOOL,True,,True,,,,1
16446,AIL4Active,BOOL,True,,True,,,,1
16447,AIL5Active,BOOL,True,,True,,,,1
16448,AIL6Active,BOOL,True,,True,,,,1
16449,AIL7Active,BOOL,True,,True,,,,1
16450,AIL8Active,BOOL,True,,True,,,,1
16451,AIL9Active,BOOL,True,,True,,,,1
16452,AIL10Active,BOOL,True,,True,,,,1
16453,AIL11Active,BOOL,True,,True,,,,1
16454,AIL12Active,BOOL,True,,True,,,,1
16455,DIL1Active,BOOL,True,,True,,,,1
16456,DIL2Active,BOOL,True,,True,,,,1
16457,DIL3Active,BOOL,True,,True,,,,1
16458,DIL4Active,BOOL,True,,True,,,,1
16459,DIL5Active,BOOL,True,,True,,,,1
16460,DIL6Active,BOOL,True,,True,,,,1
16461,DIL7Active,BOOL,True,,True,,,,1
16462,DIL8Active,BOOL,True,,True,,,,1
16463,DIL9Active,BOOL,True,,True,,,,1
16464,DIL10Active,BOOL,True,,True,,,,1
16465,DIL11Active,BOOL,True,,True,,,,1
16466,DIL12Active,BOOL,True,,True,,,,1
16467,DOL1Active,BOOL,True,,True,,,,1
16468,DOL2Active,BOOL,True,,True,,,,1
16469,DOL3Active,BOOL,True,,True,,,,1
16470,DOL4Active,BOOL,True,,True,,,,1
16471,DOL5Active,BOOL,True,,True,,,,1
16472,DOL6Active,BOOL,True,,True,,,,1
16473,DOL7Active,BOOL,True,,True,,,,1
16474,DOL8Active,BOOL,True,,True,,,,1
16475,DOL9Active,BOOL,True,,True,,,,1
16476,DOL10Active,BOOL,True,,True,,,,1
16477,DOL11Active,BOOL,True,,True,,,,1
16478,DOL12Active,BOOL,True,,True,,,,1
16479,AOL1Active,BOOL,True,,True,,,,1
16480,AOL2Active,BOOL,True,,True,,,,1
16481,AOL3Active,BOOL,True,,True,,,,1
16482,AOL4Active,BOOL,True,,True,,,,1
16483,AOL5Active,BOOL,True,,True,,,,1
16484,AOL6Active,BOOL,True,,True,,,,1
16485,AIL1Location,UDINT,0,,0,,,,2
16487,AIL2Location,UDINT,0,,0,,,,2
16489,AIL3Location,UDINT,0,,0,,,,2
16491,AIL4Location,UDINT,0,,0,,,,2
16493,AIL5Location,UDINT,0,,0,,,,2
16495,AIL6Location,UDINT,0,,0,,,,2
16497,AIL7Location,UDINT,0,,0,,,,2
16499,AIL8Location,UDINT,0,,0,,,,2
16501,AIL9Location,UDINT,0,,0,,,,2
16503,AIL10Location,UDINT,0,,0,,,,2
16505,AIL11Location,UDINT,0,,0,,,,2
16507,AIL12Location,UDINT,0,,0,,,,2
16509,DOL1Location,UDINT,0,,0,,,,2
16511,DOL2Location,UDINT,0,,0,,,,2
16513,DOL3Location,UDINT,0,,0,,,,2
16515,DOL4Location,UDINT,0,,0,,,,2
16517,DOL5Location,UDINT,0,,0,,,,2
16519,DOL6Location,UDINT,0,,0,,,,2
16521,DOL7Location,UDINT,0,,0,,,,2
16523,DOL8Location,UDINT,0,,0,,,,2
16525,DOL9Location,UDINT,0,,0,,,,2
16527,DOL10Location,UDINT,0,,0,,,,2
16529,DOL11Location,UDINT,0,,0,,,,2
16531,DOL12Location,UDINT,0,,0,,,,2
16533,DIL1Location,UDINT,0,,0,,,,2
16535,DIL2Location,UDINT,0,,0,,,,2
16537,DIL3Location,UDINT,0,,0,,,,2
16539,DIL4Location,UDINT,0,,0,,,,2
16541,DIL5Location,UDINT,0,,0,,,,2
16543,DIL6Location,UDINT,0,,0,,,,2
16545,DIL7Location,UDINT,0,,0,,,,2
16547,DIL8Location,UDINT,0,,0,,,,2
16549,DIL9Location,UDINT,0,,0,,,,2
16551,DIL10Location,UDINT,0,,0,,,,2
16553,DIL11Location,UDINT,0,,0,,,,2
16555,DIL12Location,UDINT,0,,0,,,,2
16557,AOL1Location,UDINT,0,,0,,,,2
16559,AOL2Location,UDINT,0,,0,,,,2
16561,AOL3Location,UDINT,0,,0,,,,2
16563,AOL4Location,UDINT,0,,0,,,,2
16565,AOL5Location,UDINT,0,,0,,,,2
16567,AOL6Location,UDINT,0,,0,,,,2
16569,AmbientTempSpDay1,INT,0,,0,,,,1
16570,AmbientTempSpNight1,INT,0,,0,,,,1
16571,AmbientTempSpDiff1,INT,0,,0,,,,1
16572,AmbientHumiditySpDay1,INT,0,,0,,,,1
16573,AmbientHumiditySpNight1,INT,0,,0,,,,1
16574,AmbientHumiditySpDiff1,INT,0,,0,,,,1
16575,GroundTempSpDay1,INT,0,,0,,,,1
16576,GroundTempSpNight1,INT,0,,0,,,,1
16577,GroundTempSpDiff1,INT,0,,0,,,,1
16578,GroundHumiditySpDay1,INT,0,,0,,,,1
16579,GroundHumiditySpNight1,INT,0,,0,,,,1
16580,GroundHumiditySpDiff1,INT,0,,0,,,,1
16581,DcOn1,UDINT,0,,0,,,,2
16583,DcOff1,UDINT,0,,0,,,,2
16585,fs1StartingTime1,UDINT,0,,0,,,,2
16587,fs1Duration1,UDINT,0,,0,,,,2
16589,Amount11,UINT,0,,0,,,,1
16590,fs2StartingTime1,UDINT,0,,0,,,,2
16592,fs2Duration1,UDINT,0,,0,,,,2
16594,Amount12,INT,0,,0,,,,1
16595,fs3StartingTime1,UDINT,0,,0,,,,2
16597,fs3Duration1,UDINT,0,,0,,,,2
16599,Amount13,INT,0,,0,,,,1
16600,FixedEnable1,USINT,1,,1,,,,1
16601,WindSpeedSpDay1,INT,0,,0,,,,1
16602,WindSpeedSpNight1,INT,0,,0,,,,1
16603,WindSpeedSpDiff1,INT,0,,0,,,,1
16604,IrrigationAmount1,UINT,0,,0,,,,1
16605,ValidStartTime1,UDINT,0,,0,,,,2
16607,ValidEndTime1,UDINT,1440,,1440,,,,2
16609,OperationMode1,UINT,1,,0,,,,1
16610,AmbientTempSpDay2,INT,0,,0,,,,1
16611,AmbientTempSpNight2,INT,0,,0,,,,1
16612,AmbientTempSpDiff2,INT,0,,0,,,,1
16613,AmbientHumiditySpDay2,INT,0,,0,,,,1
16614,AmbientHumiditySpNight2,INT,0,,0,,,,1
16615,AmbientHumiditySpDiff2,INT,0,,0,,,,1
16616,GroundTempSpDay2,INT,0,,0,,,,1
16617,GroundTempSpNight2,INT,0,,0,,,,1
16618,GroundTempSpDiff2,INT,0,,0,,,,1
16619,GroundHumiditySpDay2,INT,0,,0,,,,1
16620,GroundHumiditySpNight2,INT,0,,0,,,,1
16621,GroundHumiditySpDiff2,INT,0,,0,,,,1
16622,DcOn2,UDINT,0,,0,,,,2
16624,DcOff2,UDINT,0,,0,,,,2
16626,fs1StartingTime2,UDINT,0,,0,,,,2
16628,fs1Duration2,UDINT,0,,0,,,,2
16630,Amount21,INT,0,,0,,,,1
16631,fs2StartingTime2,UDINT,0,,0,,,,2
16633,fs2Duration2,UDINT,0,,0,,,,2
16635,Amount22,INT,0,,0,,,,1
16636,fs3StartingTime2,UDINT,0,,0,,,,2
16638,fs3Duration2,UDINT,0,,0,,,,2
16640,Amount23,INT,0,,0,,,,1
16641,FixedEnable2,USINT,1,,1,,,,1
16642,WindSpeedSpDay2,INT,0,,0,,,,1
16643,WindSpeedSpNight2,INT,0,,0,,,,1
16644,WindSpeedSpDiff2,INT,0,,0,,,,1
16645,IrrigationAmount2,UINT,0,,0,,,,1
16646,ValidStartTime2,UDINT,0,,0,,,,2
16648,ValidEndTime2,UDINT,1440,,1440,,,,2
16650,OperationMode2,UINT,0,,0,,,,1
16651,AmbientTempSpDay3,INT,0,,0,,,,1
16652,AmbientTempSpNight3,INT,0,,0,,,,1
16653,AmbientTempSpDiff3,INT,0,,0,,,,1
16654,AmbientHumiditySpDay3,INT,0,,0,,,,1
16655,AmbientHumiditySpNight3,INT,0,,0,,,,1
16656,AmbientHumiditySpDiff3,INT,0,,0,,,,1
16657,GroundTempSpDay3,INT,0,,0,,,,1
16658,GroundTempSpNight3,INT,0,,0,,,,1
16659,GroundTempSpDiff3,INT,0,,0,,,,1
16660,GroundHumiditySpDay3,INT,0,,0,,,,1
16661,GroundHumiditySpNight3,INT,0,,0,,,,1
16662,GroundHumiditySpDiff3,INT,0,,0,,,,1
16663,DcOn3,UDINT,0,,0,,,,2
16665,DcOff3,UDINT,0,,0,,,,2
16667,fs1StartingTime3,UDINT,0,,0,,,,2
16669,fs1Duration3,UDINT,0,,0,,,,2
16671,Amount31,INT,0,,0,,,,1
16672,fs2StartingTime3,UDINT,0,,0,,,,2
16674,fs2Duration3,UDINT,0,,0,,,,2
16676,Amount32,INT,0,,0,,,,1
16677,fs3StartingTime3,UDINT,0,,0,,,,2
16679,fs3Duration3,UDINT,0,,0,,,,2
16681,Amount33,INT,0,,0,,,,1
16682,FixedEnable3,USINT,1,,1,,,,1
16683,WindSpeedSpDay3,INT,0,,0,,,,1
16684,WindSpeedSpNight3,INT,0,,0,,,,1
16685,WindSpeedSpDiff3,INT,0,,0,,,,1
16686,IrrigationAmount3,UINT,0,,0,,,,1
16687,ValidStartTime3,UDINT,0,,0,,,,2
16689,ValidEndTime3,UDINT,1440,,1440,,,,2
16691,OperationMode3,UINT,1,,0,,,,1
16692,AmbientTempSpDay4,INT,0,,0,,,,1
16693,AmbientTempSpNight4,INT,0,,0,,,,1
16694,AmbientTempSpDiff4,INT,0,,0,,,,1
16695,AmbientHumiditySpDay4,INT,0,,0,,,,1
16696,AmbientHumiditySpNight4,INT,0,,0,,,,1
16697,AmbientHumiditySpDiff4,INT,0,,0,,,,1
16698,DcOn4,UDINT,0,,0,,,,2
16700,DcOff4,UDINT,0,,0,,,,2
16702,GroundTempSpDay4,INT,0,,0,,,,1
16703,GroundTempSpNight4,INT,0,,0,,,,1
16704,GroundTempSpDiff4,INT,0,,0,,,,1
16705,GroundHumiditySpDay4,INT,0,,0,,,,1
16706,GroundHumiditySpNight4,INT,0,,0,,,,1
16707,GroundHumiditySpDiff4,INT,0,,0,,,,1
16708,fs1StartingTime4,UDINT,1,,1,,,,2
16710,fs1Duration4,UDINT,0,,0,,,,2
16712,Amount41,INT,0,,0,,,,1
16713,fs2StartingTime4,UDINT,0,,0,,,,2
16715,fs2Duration4,UDINT,0,,0,,,,2
16717,Amount42,INT,0,,0,,,,1
16718,fs3StartingTime4,UDINT,0,,0,,,,2
16720,fs3Duration4,UDINT,0,,0,,,,2
16722,Amount43,INT,0,,0,,,,1
16723,FixedEnable4,USINT,1,,1,,,,1
16724,WindSpeedSpDay4,INT,0,,0,,,,1
16725,WindSpeedSpNight4,INT,0,,0,,,,1
16726,WindSpeedSpDiff4,INT,0,,0,,,,1
16727,IrrigationAmount4,UINT,0,,0,,,,1
16728,ValidStartTime4,UDINT,0,,0,,,,2
16730,ValidEndTime4,UDINT,1440,,1440,,,,2
16732,OperationMode4,UINT,1,,0,,,,1
16733,AmbientTempSpDay5,INT,0,,0,,,,1
16734,AmbientTempSpNight5,INT,0,,0,,,,1
16735,AmbientTempSpDiff5,INT,0,,0,,,,1
16736,AmbientHumiditySpDay5,INT,0,,0,,,,1
16737,AmbientHumiditySpNight5,INT,0,,0,,,,1
16738,AmbientHumiditySpDiff5,INT,0,,0,,,,1
16739,GroundTempSpDay5,INT,0,,0,,,,1
16740,GroundTempSpNight5,INT,0,,0,,,,1
16741,GroundTempSpDiff5,INT,0,,0,,,,1
16742,GroundHumiditySpDay5,INT,0,,0,,,,1
16743,GroundHumiditySpNight5,INT,0,,0,,,,1
16744,GroundHumiditySpDiff5,INT,0,,0,,,,1
16745,DcOn5,UDINT,0,,0,,,,2
16747,DcOff5,UDINT,0,,0,,,,2
16749,fs1StartingTime5,UDINT,0,,0,,,,2
16751,fs1Duration5,UDINT,0,,0,,,,2
16753,Amount51,INT,0,,0,,,,1
16754,fs2StartingTime5,UDINT,0,,0,,,,2
16756,fs2Duration5,UDINT,0,,0,,,,2
16758,Amount52,INT,0,,0,,,,1
16759,fs3StartingTime5,UDINT,0,,0,,,,2
16761,fs3Duration5,UDINT,0,,0,,,,2
16763,Amount53,INT,0,,0,,,,1
16764,FixedEnable5,USINT,1,,1,,,,1
16765,WindSpeedSpDay5,INT,0,,0,,,,1
16766,WindSpeedSpNight5,INT,0,,0,,,,1
16767,WindSpeedSpDiff5,INT,0,,0,,,,1
16768,IrrigationAmount5,UINT,0,,0,,,,1
16769,ValidStartTime5,UDINT,0,,0,,,,2
16771,ValidEndTime5,UDINT,1440,,1440,,,,2
16773,OperationMode5,UINT,2,,0,,,,1
16774,AmbientTempSpDay6,INT,0,,0,,,,1
16775,AmbientTempSpNight6,INT,0,,0,,,,1
16776,AmbientTempSpDiff6,INT,0,,0,,,,1
16777,AmbientHumiditySpDay6,INT,0,,0,,,,1
16778,AmbientHumiditySpNight6,INT,0,,0,,,,1
16779,AmbientHumiditySpDiff6,INT,0,,0,,,,1
16780,GroundTempSpDay6,INT,0,,0,,,,1
16781,GroundTempSpNight6,INT,0,,0,,,,1
16782,GroundTempSpDiff6,INT,0,,0,,,,1
16783,GroundHumiditySpDay6,INT,0,,0,,,,1
16784,GroundHumiditySpNight6,INT,0,,0,,,,1
16785,GroundHumiditySpDiff6,INT,0,,0,,,,1
16786,DcOn6,UDINT,0,,0,,,,2
16788,DcOff6,UDINT,0,,0,,,,2
16790,fs1StartingTime6,UDINT,0,,0,,,,2
16792,fs1Duration6,UDINT,0,,0,,,,2
16794,Amount61,INT,0,,0,,,,1
16795,fs2StartingTime6,UDINT,0,,0,,,,2
16797,fs2Duration6,UDINT,0,,0,,,,2
16799,Amount62,INT,0,,0,,,,1
16800,fs3StartingTime6,UDINT,0,,0,,,,2
16802,fs3Duration6,UDINT,0,,0,,,,2
16804,Amount63,INT,0,,0,,,,1
16805,FixedEnable6,USINT,1,,1,,,,1
16806,WindSpeedSpDay6,INT,0,,0,,,,1
16807,WindSpeedSpNight6,INT,0,,0,,,,1
16808,WindSpeedSpDiff6,INT,0,,0,,,,1
16809,IrrigationAmount6,UINT,0,,0,,,,1
16810,ValidStartTime6,UDINT,0,,0,,,,2
16812,ValidEndTime6,UDINT,1440,,1440,,,,2
16814,OperationMode6,UINT,4,,0,,,,1
16815,AmbientTempSpDay7,INT,0,,0,,,,1
16816,AmbientTempSpNight7,INT,0,,0,,,,1
16817,AmbientTempSpDiff7,INT,0,,0,,,,1
16818,AmbientHumiditySpDay7,INT,0,,0,,,,1
16819,AmbientHumiditySpNight7,INT,0,,0,,,,1
16820,AmbientHumiditySpDiff7,INT,0,,0,,,,1
16821,GroundTempSpDay7,INT,0,,0,,,,1
16822,GroundTempSpNight7,INT,0,,0,,,,1
16823,GroundTempSpDiff7,INT,0,,0,,,,1
16824,GroundHumiditySpDay7,INT,0,,0,,,,1
